SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2024-08																													
Divine Fury	CATEGORY:Special Ability	TYPE:Barbarian Class Feature.Class Feature.Path of the Zealot.SpecialQuality	VISIBLE:YES	DESC:You can channel divine power into your strikes. On each of your turns while your Rage is active, the first creature you hit with a weapon or an Unarmed Strike takes extra damage equal to ld6 plus half your Barbarian level (round down). The extra damage is Necrotic or Radiant; you choose the type each time you deal the damage.	KEY:Path of the Zealot ~ Divine Fury																										SORTKEY:Class_Barbarian_01f4a	SOURCEPAGE:PHB
Warrior of the Gods	CATEGORY:Special Ability	TYPE:Barbarian Class Feature.Class Feature.Path of the Zealot.SpecialQuality	VISIBLE:YES	DESC:A divine entity helps ensure you can continue the fight. You have a pool of four dl2s that you can spend to heal yourself. As a Bonus Action, you can expend dice from the pool, roll them, and regain a number of Hit Points equal to the roll's total. Your pool regains all expended dice when you finish a Long Rest. The pool's maximum number of dice increases by one when you reach Barbarian levels 6 (5 dice), 12 (6 dice), and 17 (7 dice).	KEY:Path of the Zealot ~ Warrior of the Gods	DESC:Pool %1d12.|BarbarianWarriorOfTheGods			DEFINE:BarbarianWarriorOfTheGods|0					BONUS:VAR|BarbarianWarriorOfTheGods|4+1*((BarbarianLVL>=6)+(BarbarianLVL>=12)+(BarbarianLVL>=17))																	SORTKEY:Class_Barbarian_01f4b	SOURCEPAGE:PHB
Fanatical Focus	CATEGORY:Special Ability	TYPE:Barbarian Class Feature.Class Feature.Path of the Zealot.SpecialQuality	VISIBLE:YES	DESC:Once per active Rage, if you fail a saving throw, you can reroll it with a bonus equal to your Rage Damage bonus, and you must use the new roll.	KEY:Path of the Zealot ~ Fanatical Focus																										SORTKEY:Class_Barbarian_01f4c	SOURCEPAGE:PHB
Zealous Presence	CATEGORY:Special Ability	TYPE:Barbarian Class Feature.Class Feature.Path of the Zealot.SpecialQuality	VISIBLE:YES	DESC:As a Bonus Action, you unleash a battle cry infused with divine energy. Up to ten other creatures of your choice within 60 feet of you gain Advantage on attack rolls and saving throws until the start of your next turn. Once you use this feature, you can't use it again until you finish a Long Rest unless you expend a use of your Rage (no action required) to restore your use of it.	KEY:Path of the Zealot ~ Zealous Presence																										SORTKEY:Class_Barbarian_01f4d	SOURCEPAGE:PHB
Rage of the Gods	CATEGORY:Special Ability	TYPE:Barbarian Class Feature.Class Feature.Path of the Zealot.SpecialQuality	VISIBLE:YES	DESC:When you activate your Rage, you can assume the form of a divine warrior. This form lasts for 1 minute or until you drop to 0 Hit Points. Once you use this feature, you can't do so again until you finish a Long Rest. While in this form, you gain the benefits below. &nl; Flight. You have a Fly Speed equal to your Speed and can hover. &nl; Resistance. You have Resistance to Necrotic, Psychic, and Radiant damage. &nl; Revivification. When a creature within 30 feet of you would drop to 0 Hit Points, you can take a Reaction to expend a use of your Rage to instead change the target's Hit Points to a number equal to your Barbarian level.	KEY:Path of the Zealot ~ Rage of the Gods																										SORTKEY:Class_Barbarian_01f4e	SOURCEPAGE:PHB
																																
###Block:Abilities																																
Bardic Inspiration	CATEGORY:Special Ability	TYPE:Bard Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You can supernaturally inspire others through words, music, or dance. This inspiration is represented by your Bardic Inspiration die, which is a d%1. &nl; Using Bardic Inspiration. As a Bonus Action, you can inspire another creature within 60 feet of yourself who can see or hear you. That creature gains one of your Bardic Inspiration dice. A creature can have only one Bardic Inspiration die at a time. Once within the next hour when the creature fails a D20 Test, the creature can roll the Bardic Inspiration die and add the number rolled to the d20, potentially turning the failure into a success. A Bardic Inspiration die is expended when it's rolled. &nl; Number of Uses. You can confer a Bardic Inspiration die a number of times equal to your Charisma modifier (minimum of once, %2), and you regain all expended uses when you finish a Long Rest. &nl; At Higher Levels. Your Bardic Inspiration die changes when you reach certain Bard levels, as shown in the Bardic Die column of the Bard Features table. The die becomes a d8 at level 5, a dlO at level 10, and a dl2 at level 15.|BardInspirationDice|max(1,CHA)	KEY:Bard ~ Bardic Inspiration				DEFINE:BardInspirationDice|0					BONUS:VAR|BardInspirationDice|6+(BardLVL>=5)*2+(BardLVL>=10)*2+(BardLVL>=15)*2																	SORTKEY:Class_Bard_01a	SOURCEPAGE:PHB
Spellcasting	CATEGORY:Special Ability	TYPE:Bard Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You have learned to cast spells through your bardic arts. See chapter 7 for the rules on spellcasting. The information below details how you use those rules with Bard spells, which appear in the Bard spell list later in the class's description. &nl; Cantrips. You know two cantrips of your choice from the Bard spell list. Dancing Lights and Vicious Mockery are recommended. Whenever you gain a Bard level, you can replace one of your cantrips with another cantrip of your choice from the Bard spell list. When you reach Bard levels 4 and 10, you learn another cantrip of your choice from the Bard spell list, as shown in the Cantrips column of the Bard Features table. &nl; Spell Slots. The Bard Features table shows how many spell slots you have to cast your level 1+ spells. You regain all expended slots when you finish a Long Rest. &nl; Prepared Spells of Level 1+. You prepare the list of level 1+ spells that are available for you to cast with this feature. To start, choose four level 1 spells from the Bard spell list. Charm Person, Color Spray, Dissonant Whispers, and Healing Word are recommended. Spell save DC %1; Spell attack modifier +%2. &nl; The number of spells on your list increases as you gain Bard levels, as shown in the Prepared Spells column of the Bard Features table. Whenever that number increases, choose additional spells from the Bard spell list until the number of spells on your list matches the number on the table. The chosen spells must be of a level for which you have spell slots. For example, if you're a level 3 Bard, your list of prepared spells can include six spells of levels 1 and 2 in any combination. If another Bard feature gives you spells that you always have prepared, those spells don't count against the number of spells you can prepare with this feature, but those spells otherwise count as Bard spells for you. &nl; Changing Your Prepared Spells. Whenever you gain a Bard level, you can replace one spell on your list with another Bard spell for which you have spell slots. &nl; Spellcasting Ability. Charisma is your spellcasting ability for your Bard spells. &nl; Spellcasting Focus. You can use a Musical Instrument as a Spellcasting Focus for your Bard spells.|BardSpellDC|Proficiency_Bonus+CHA	KEY:Bard ~ Spellcasting				DEFINE:BardSpellDC|0					BONUS:VAR|BardSpellDC|SpellDC_CHA	BONUS:VAR|POOL_Bard_Cantrip|2+(BardLVL>=4)+(BardLVL>=10)																SORTKEY:Class_Bard_01b	SOURCEPAGE:PHB
Expertise	CATEGORY:Special Ability	TYPE:Bard Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You gain Expertise (see the rules glossary) in two of your skill proficiencies of your choice. Performance and Persuasion are recommended if you have proficiency in them. At Bard level 9, you gain Expertise in two more of your skill proficiencies of your choice.	KEY:Bard ~ Expertise									BONUS:VAR|POOL_Expertise|2*((BardLVL>=2)+(BardLVL>=9))																	SORTKEY:Class_Bard_01c	SOURCEPAGE:PHB
Jack of All Trades	CATEGORY:Special Ability	TYPE:Bard Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:DESC:You can add half your Proficiency Bonus (round down) to any ability check you make that uses a skill proficiency you lack and that doesn't otherwise use your Proficiency Bonus. For example, if you make a Strength (Athletics) check and lack Athletics proficiency, you can add half your Proficiency Bonus to the check.	KEY:Bard ~ Jack of All Trades																										SORTKEY:Class_Bard_01d	SOURCEPAGE:PHB
Bard Subclass	CATEGORY:Special Ability	TYPE:Bard Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You gain a Bard subclass of your choice. The College of Dance, College of Glamour, College of Lore, and College of Valor subclasses are detailed after this class's description. A subclass is a specialization that grants you features at certain Bard levels. For the rest of your career, you gain each of your subclass's features that are of your Bard level or lower.	KEY:Bard ~ Bard Subclass									BONUS:ABILITYPOOL|Bard Subclass|1																	SORTKEY:Class_Bard_01e	SOURCEPAGE:PHB
Ability Score Improvement	CATEGORY:Special Ability	TYPE:Bard Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You gain the Ability Score Improvement feat (see chapter 5) or another feat of your choice for which you qualify. You gain this feature again at Bard levels 8,12, and 16.	KEY:Bard ~ Ability Score Improvement									BONUS:VAR|POOL_Feat|1*((BardLVL>=4)+(BardLVL>=8)+(BardLVL>=12)+(BardLVL>=16))																	SORTKEY:Class_Bard_01f	SOURCEPAGE:PHB
Font of Inspiration	CATEGORY:Special Ability	TYPE:Bard Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You now regain all your expended uses of Bardic Inspiration when you finish a Short or Long Rest. In addition, you can expend a spell slot (no action required) to regain one expended use of Bardic Inspiration.	KEY:Bard ~ Font of Inspiration																										SORTKEY:Class_Bard_01g	SOURCEPAGE:PHB
Countercharm	CATEGORY:Special Ability	TYPE:Bard Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You can use musical notes or words of power to disrupt mind-influencing effects. If you or a creature within 30 feet of you fails a saving throw against an effect that applies the Charmed or Frightened condition, you can take a Reaction to cause the save to be rerolled, and the new roll has Advantage.	KEY:Bard ~ Countercharm																										SORTKEY:Class_Bard_01h	SOURCEPAGE:PHB
Magical Secrets	CATEGORY:Special Ability	TYPE:Bard Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You've learned secrets from various magical traditions. Whenever you reach a Bard level (including this level) and the Prepared Spells number in the Bard Features table increases, you can choose any of your new prepared spells from the Bard, Cleric, Druid, and Wizard spell lists, and the chosen spells count as Bard spells for you (see a class's section for its spell list). In addition, whenever you replace a spell prepared for this class, you can replace it with a spell from those lists.	KEY:Bard ~ Magical Secrets									BONUS:VAR|POOL_Bard_Magical_Secrets|1*((BardLVL>=11)+(BardLVL>=13)+(BardLVL>=15)+(BardLVL>=17)+(BardLVL>=18)+(BardLVL>=19)+(BardLVL>=20))																	SORTKEY:Class_Bard_01i	SOURCEPAGE:PHB
Superior Inspiration	CATEGORY:Special Ability	TYPE:Bard Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:When you roll Initiative, you regain expended uses of Bardic Inspiration until you have two if you have fewer than that.	KEY:Bard ~ Superior Inspiration																										SORTKEY:Class_Bard_01j	SOURCEPAGE:PHB
Epic Boon	CATEGORY:Special Ability	TYPE:Bard Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You gain an Epic Boon feat (see chapter 5) or another feat of your choice for which you qualify. Boon of Spell Recall is recommended.	KEY:Bard ~ Epic Boon									BONUS:VAR|POOL_Epic_Boon|1																	SORTKEY:Class_Bard_01k	SOURCEPAGE:PHB
Words of Creation	CATEGORY:Special Ability	TYPE:Bard Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You have mastered two of the Words of Creation: the words of life and death. You therefore always have the Power Word Heal and Power Word Kill spells prepared. When you cast either spell, you can target a second creature with it if that creature is within 10 feet of the first target.	KEY:Bard ~ Words of Creation																		SPELLS:Words of Creation|TIMES=ATWILL|CASTERLEVEL=20|Power Word Heal,BardSpellDC|Power Word Kill,BardSpellDC								SORTKEY:Class_Bard_01l	SOURCEPAGE:PHB
																																
CATEGORY=Special Ability|Bard ~ Spellcasting.MOD									DEFINE:BardCast0|0	DEFINE:BardKnown0|0				BONUS:VAR|BardCast0|SpellSlotsLVL0																		
CATEGORY=Special Ability|Bard ~ Spellcasting.MOD									DEFINE:BardCast1|0	DEFINE:BardKnown1|0				BONUS:VAR|BardCast1|SpellSlotsLVL1																		
CATEGORY=Special Ability|Bard ~ Spellcasting.MOD									DEFINE:BardCast2|0	DEFINE:BardKnown2|0				BONUS:VAR|BardCast2|SpellSlotsLVL2																		
CATEGORY=Special Ability|Bard ~ Spellcasting.MOD									DEFINE:BardCast3|0	DEFINE:BardKnown3|0				BONUS:VAR|BardCast3|SpellSlotsLVL3																		
CATEGORY=Special Ability|Bard ~ Spellcasting.MOD									DEFINE:BardCast4|0	DEFINE:BardKnown4|0				BONUS:VAR|BardCast4|SpellSlotsLVL4																		
CATEGORY=Special Ability|Bard ~ Spellcasting.MOD									DEFINE:BardCast5|0	DEFINE:BardKnown5|0				BONUS:VAR|BardCast5|SpellSlotsLVL5																		
CATEGORY=Special Ability|Bard ~ Spellcasting.MOD									DEFINE:BardCast6|0	DEFINE:BardKnown6|0				BONUS:VAR|BardCast6|SpellSlotsLVL6																		
CATEGORY=Special Ability|Bard ~ Spellcasting.MOD									DEFINE:BardCast7|0	DEFINE:BardKnown7|0				BONUS:VAR|BardCast7|SpellSlotsLVL7																		
CATEGORY=Special Ability|Bard ~ Spellcasting.MOD									DEFINE:BardCast8|0	DEFINE:BardKnown8|0				BONUS:VAR|BardCast8|SpellSlotsLVL8																		
CATEGORY=Special Ability|Bard ~ Spellcasting.MOD									DEFINE:BardCast9|0	DEFINE:BardKnown9|0				BONUS:VAR|BardCast9|SpellSlotsLVL9																		
																																
																																
CATEGORY=Special Ability|Bard ~ Spellcasting.MOD	BONUS:ABILITYPOOL|Bard Known Progression Selection|1																															
###Block: Choose Bard Known Progression																																
Grant Highest Known only	CATEGORY:Internal	TYPE:Bard Known Progression		DESC:This will manipulate your spells known to increase to the max highest allowed by the rules.	KEY:Bard Known Progression ~ Grant Highest Known only																											SOURCEPAGE:PHB
Follow Standard Progression	CATEGORY:Internal	TYPE:Bard Known Progression		DESC:This will follow the progression chart in the Player's Handbook.	KEY:Bard Known Progression ~ Follow Standard Progression																											SOURCEPAGE:PHB
